prompt,response
"temperature=28.0, humidity=65.0, light_lux=0, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights."
"temperature=28.0, humidity=65.0, light_lux=100, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, low light. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights."
"temperature=28.0, humidity=65.0, light_lux=100, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=65.0, light_lux=100, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=65.0, light_lux=100, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=65.0, light_lux=100, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights."
"temperature=28.0, humidity=65.0, light_lux=500, soil_moisture=10",Health: Moderate Stress. Diagnosis: Detected: dry soil. Recommendation: Water thoroughly and monitor moisture.
"temperature=28.0, humidity=65.0, light_lux=500, soil_moisture=30",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=500, soil_moisture=50",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=500, soil_moisture=70",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=500, soil_moisture=90",Health: Moderate Stress. Diagnosis: Detected: soggy soil. Recommendation: Ensure drainage and let soil dry.
"temperature=28.0, humidity=65.0, light_lux=1000, soil_moisture=10",Health: Moderate Stress. Diagnosis: Detected: dry soil. Recommendation: Water thoroughly and monitor moisture.
"temperature=28.0, humidity=65.0, light_lux=1000, soil_moisture=30",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=1000, soil_moisture=50",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=1000, soil_moisture=70",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=65.0, light_lux=1000, soil_moisture=90",Health: Moderate Stress. Diagnosis: Detected: soggy soil. Recommendation: Ensure drainage and let soil dry.
"temperature=28.0, humidity=65.0, light_lux=1500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture."
"temperature=28.0, humidity=65.0, light_lux=1500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=65.0, light_lux=1500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=65.0, light_lux=1500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=65.0, light_lux=1500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry."
"temperature=28.0, humidity=80.0, light_lux=0, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, low light. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights."
"temperature=28.0, humidity=80.0, light_lux=0, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=0, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=0, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=0, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights."
"temperature=28.0, humidity=80.0, light_lux=100, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, low light. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights."
"temperature=28.0, humidity=80.0, light_lux=100, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=100, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=100, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: low light. Recommendation: Move closer to window or use grow lights.
"temperature=28.0, humidity=80.0, light_lux=100, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights."
"temperature=28.0, humidity=80.0, light_lux=500, soil_moisture=10",Health: Moderate Stress. Diagnosis: Detected: dry soil. Recommendation: Water thoroughly and monitor moisture.
"temperature=28.0, humidity=80.0, light_lux=500, soil_moisture=30",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=500, soil_moisture=50",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=500, soil_moisture=70",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=500, soil_moisture=90",Health: Moderate Stress. Diagnosis: Detected: soggy soil. Recommendation: Ensure drainage and let soil dry.
"temperature=28.0, humidity=80.0, light_lux=1000, soil_moisture=10",Health: Moderate Stress. Diagnosis: Detected: dry soil. Recommendation: Water thoroughly and monitor moisture.
"temperature=28.0, humidity=80.0, light_lux=1000, soil_moisture=30",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=1000, soil_moisture=50",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=1000, soil_moisture=70",Health: Healthy. Diagnosis: All sensor readings are within optimal ranges. Recommendation: Maintain current conditions and monitor routinely.
"temperature=28.0, humidity=80.0, light_lux=1000, soil_moisture=90",Health: Moderate Stress. Diagnosis: Detected: soggy soil. Recommendation: Ensure drainage and let soil dry.
"temperature=28.0, humidity=80.0, light_lux=1500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture."
"temperature=28.0, humidity=80.0, light_lux=1500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=80.0, light_lux=1500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=80.0, light_lux=1500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains.
"temperature=28.0, humidity=80.0, light_lux=1500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry."
"temperature=28.0, humidity=90.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, low light. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=0, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=0, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=0, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, low light. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=100, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=100, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=100, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: high humidity, low light. Recommendation: Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, low light. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high humidity. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high humidity. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1000, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high humidity. Recommendation: Water thoroughly and monitor moisture. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1000, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=1000, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=1000, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high humidity. Recommendation: Increase airflow and reduce watering.
"temperature=28.0, humidity=90.0, light_lux=1000, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high humidity. Recommendation: Ensure drainage and let soil dry. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, high humidity, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: high humidity, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: high humidity, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: high humidity, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Increase airflow and reduce watering."
"temperature=28.0, humidity=90.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, high humidity, light intensity too high. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry. Increase airflow and reduce watering."
"temperature=32.0, humidity=20.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=0, soil_moisture=30","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=0, soil_moisture=50","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=0, soil_moisture=70","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=100, soil_moisture=30","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=100, soil_moisture=50","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=100, soil_moisture=70","Health: High Stress. Diagnosis: Detected: low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low humidity, low light, high temperature. Recommendation: Use a pebble tray or humidifier. Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1000, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1000, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1000, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1000, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1000, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=20.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, light intensity too high, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight. Diffuse sunlight or use sheer curtains."
"temperature=32.0, humidity=20.0, light_lux=1500, soil_moisture=30","Health: High Stress. Diagnosis: Detected: light intensity too high, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight. Diffuse sunlight or use sheer curtains."
"temperature=32.0, humidity=20.0, light_lux=1500, soil_moisture=50","Health: High Stress. Diagnosis: Detected: light intensity too high, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight. Diffuse sunlight or use sheer curtains."
"temperature=32.0, humidity=20.0, light_lux=1500, soil_moisture=70","Health: High Stress. Diagnosis: Detected: light intensity too high, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Relocate to cooler area and avoid direct sunlight. Diffuse sunlight or use sheer curtains."
"temperature=32.0, humidity=20.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, light intensity too high, low humidity, high temperature. Recommendation: Use a pebble tray or humidifier. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight. Diffuse sunlight or use sheer curtains."
"temperature=32.0, humidity=40.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=0, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=0, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=0, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=100, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=100, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=100, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1000, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1000, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=1000, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=1000, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=40.0, light_lux=1000, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1500, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1500, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1500, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1500, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=40.0, light_lux=1500, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, light intensity too high, high temperature. Recommendation: Diffuse sunlight or use sheer curtains. Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=0, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=0, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=0, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=0, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=0, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=100, soil_moisture=10","Health: High Stress. Diagnosis: Detected: dry soil, low light, high temperature. Recommendation: Water thoroughly and monitor moisture. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=100, soil_moisture=30","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=100, soil_moisture=50","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=100, soil_moisture=70","Health: Moderate Stress. Diagnosis: Detected: low light, high temperature. Recommendation: Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=100, soil_moisture=90","Health: High Stress. Diagnosis: Detected: soggy soil, low light, high temperature. Recommendation: Ensure drainage and let soil dry. Move closer to window or use grow lights. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=500, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=500, soil_moisture=30",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=500, soil_moisture=50",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=500, soil_moisture=70",Health: Moderate Stress. Diagnosis: Detected: high temperature. Recommendation: Relocate to cooler area and avoid direct sunlight.
"temperature=32.0, humidity=65.0, light_lux=500, soil_moisture=90","Health: Moderate Stress. Diagnosis: Detected: soggy soil, high temperature. Recommendation: Ensure drainage and let soil dry. Relocate to cooler area and avoid direct sunlight."
"temperature=32.0, humidity=65.0, light_lux=1000, soil_moisture=10","Health: Moderate Stress. Diagnosis: Detected: dry soil, high temperature. Recommendation: Water thoroughly and monitor moisture. Relocate to cooler area and avoid direct sunlight."
